id,Name,URL,Title,Country,Mountain Range,Height(m),Coordinates,Type,Views,Popularity,Number of Images,Number of Paths,Number of GPS Paths,Registration Book,Description
488,Klatnica,https://www.hribi.net/gora/klatnica/1/2154,Klatnica,Slovenija,Julijske Alpe,1000,"46,2794°N 13,417°E",,215625,63% (1328. mesto),4,1,0,,"V skalni razjedi skrit izvirček čiste pitne vode, ki se nahaja le malo izven poti za Musc."
489,Planina Laška seč,https://www.hribi.net/gora/planina_laska_sec/1/1592,Planina Laška seč,Slovenija,Julijske Alpe,1000,"46,2353°N 13,7055°E",planina,235981,66% (1253. mesto),3,1,0,,"Opis planine: Planina Laška seč je sredogorska planina, ki se nahaja na vzhodnih pobočjih Visoč vrha (1482 m). S planine, na kateri stoji nekaj manjših koč, se nam odpre lep razgled na vzhodno stran, kjer lepo vidimo gore nad dolino reke Tolminke."
490,Izvir Soče,https://www.hribi.net/gora/izvir_soce/1/425,Izvir Soče,Slovenija,Julijske Alpe,990,"46,41185°N 13,72405°E",slap,493001,90% (363. mesto),5,1,2,4,"Opis slapa: Izvir reke Soče se nahaja na nadmorski višini približno 990 m, ob vznožju 2379 m visokega Travnika. V daljših sušnih obdobjih izvir skoraj presahne, sicer pa gre za razmeroma močan kraški izvir. Voda, ki privre iz bližnje jame, se že kmalu spusti po strmih brzicah in na začetku tudi manjšem slapu."
491,Sveta Marjeta pod Stolom,https://www.hribi.net/gora/sveta_marjeta_pod_stolom/1/1393,Sveta Marjeta pod Stolom,Slovenija,Julijske Alpe,973,"46,2732°N 13,4377°E",cerkev,253286,67% (1186. mesto),1,1,0,2,"Opis cerkve: Cerkev svete Marjete se nahaja pod vrhom 1673 m visokega Kobariškega oz. Breginjskega Stola. Od cerkve, ki se nahaja sredi gozda, ni lepšega razgleda."
492,Ožarjeni kamen,https://www.hribi.net/gora/ozarjeni_kamen/1/2996,Ožarjeni kamen,Slovenija,Julijske Alpe,960,"46,28955°N 13,83164°E",,6120,41% (2162. mesto),7,1,0,1,Zavarovana plezalna pot Ožarjeni kamen se nahaja vzhodno od Pršivca v južni steni vrha Voket. Z vrha oziroma grebena na katerem je vpisna skrinjica je zelo lep razgled proti Bohinjskemu jezeru. Lep je pogled tudi proti Voglu ter na bližnja pobočja Pršivca. Še lepši razgled na jezero pa ponuja sama zavarovana plezalna pot.
493,Planina Ravne,https://www.hribi.net/gora/planina_ravne/1/2492,Planina Ravne,Slovenija,Julijske Alpe,956,"46,4121°N 14,006°E",planina,2958,35% (2377. mesto),4,1,1,,"Opis planine: Na planoti Mežakla, ki pripada Julijskim Alpam, se nahaja kar nekaj tipično alpskih planin. Dve od teh, ki sta zaradi dostopnosti z avtomobilom bolje poznani, sta planini Oblek in Ravne. Prva se nahaja severno, druga pa južno od gozdne ceste, ki na Mežaklo pripelje iz smeri Gorje. Obe sta še vedno bolj ali manj živi, na njih se vsako leto pase nekaj živine. Pred leti je na Ravnah stala pastirska koča, ki pa je zaradi udara strele do tal pogorela. Tu, kjer je pred drugo svetovno vojno stala ""kraljeva vas"" - počitniška rezidenca, ali Andrejevo selo z 18 posameznimi poslopji (med vojno so bili vsi objekti uničeni), je bila po vojni gozdarska naselbina, zgrajenih pa je bilo tudi nekaj počitniških domov, npr. dom Univerze v Ljubljani. Danes na in ob planini Ravne naletimo na gozdarsko kočo in obnovljen gozdarski počitniški dom, omenjeni Dom Univerze, dva opuščena počitniška domova, spomenik iz druge svetovne vojne, razvaline pogorele pastirske koče, ter nekaj vikendic, ki pa so bolj pogoste na sosednji planini Oblek. S slikovite, prostrane in mirne planine Ravne se nam ponuja tudi lep pogled na del Julijskih Alp od Kukove špice proti Škrlatici, ter na sosednjo planoto Pokljuko."
494,Slap Suha,https://www.hribi.net/gora/slap_suha/1/222,Slap Suha,Slovenija,Julijske Alpe,950,"46,30581°N 13,85786°E",slap,294681,71% (1036. mesto),3,1,0,,"Opis slapa: Slap je najbolj vodnat v pomladanskih mesecih (april in maj). V vročih poletnih dneh skoraj presahne. Lep je tudi pozimi, ko zamrzne. Visok je okrog 40m."
495,Rudnica,https://www.hribi.net/gora/rudnica/1/1517,Rudnica,Slovenija,Julijske Alpe,946,"46,28545°N 13,92079°E",vrh,466692,88% (440. mesto),14,8,1,2,"Rudnica je razgledna gora, ki se nahaja med Spodnjo in Zgornjo bohinjsko dolino. Z vrha, na katerem je vpisna skrinjica z žigom in vpisno knjigo, se nam odpre lep razgled na vrhove, ki obdajajo Bohinj."
496,Boršt,https://www.hribi.net/gora/borst/1/2469,Boršt,Slovenija,Julijske Alpe,931,"46,4011°N 14,0829°E",vrh,6384,41% (2143. mesto),9,3,0,,"Boršt je 931 m visok porasel vrh, ki se nahaja 4 km severo-zahodno od Bleda, ali vzhodno od planote Mežakla. Med njim in sosednjim vrhom Hom na vzhodu, se globoko ob vznožjih vije znamenita soteska Blejski Vintgar. Na samem vrhu zaradi poraslosti ni posebnega razgleda, vendar pa smo tega lahko deležni s pobočij hriba in ob poteh, ki vodijo nanj. Boršt je v zadnjem času vse bolj obiskan cilj okoliških pohodnikov."
497,Slap Zaročenca,https://www.hribi.net/gora/slap_zarocenca/1/1762,Slap Zaročenca,Slovenija,Julijske Alpe,930,,slap,311675,73% (965. mesto),24,0,0,,"Opis slapa: Slap Zaročenca se nahaja med mejnim prehodom Predel in odcepom ceste za Mangartsko sedlo v kanjonu Predelice. Tu se pridruži tudi Mangartski potok. Pohod lahko začnemo iz vasi Strmec (980 m.n.v.) po asfaltirani cesti, kjer po 600 m zavijemo levo v gozd-pot je označena. Po 15 minutah lahke hoje pridemo do struge (925 m.n.v), kjer se nam pokaže slap. Za tiste, ki želijo malo več pa lahko nadaljujejo pot po strugi Mangartskega potoka navzgor do Mlinča (1095 m.n.v.). Tu pridemo zopet na asfaltirano cesto in po nekaj sto metrih zavijemo desno do jeza (1135 m.n.v.). Krog zaključimo po vodnem kanalu in potki, ki nas pripelje nazaj v Strmec."
498,Ingotova koča na planini Jesenje,https://www.hribi.net/gora/ingotova_koca_na_planini_jesenje/1/219,Ingotova koča na planini Jesenje,Slovenija,Julijske Alpe,930,"46,4698°N 13,83131°E","koča, planina, cerkev",432957,85% (547. mesto),3,2,0,2,Opis koče: Koča stoji na planini pod samim osrčjem Martuljških gora. Od koče je lepo viden Špik. Pri koči je lep studenček. Le nekaj minut od koče na drugi strani planine je postavljena kapelica.
499,Zgornje Mangartsko jezero,https://www.hribi.net/gora/zgornje_mangartsko_jezero/1/430,Zgornje Mangartsko jezero,Italija,Julijske Alpe,929,"46,47529°N 13,66811°E","koča, jezero",373782,80% (743. mesto),5,3,0,,"Opis koče: Zgornje Mangartsko (tudi Belopeško in Klanško, ital. Lago Superiore di Fusine) jezero se nahaja severno od Mangarta v Mangartski dolini. Od jezera je izjemno lep pogled proti Mangartu in ostalim goram in ostenjem, ki se dvigajo nad zatrepom Mangartske doline. V bližini jezera se nahaja tudi veliko parkirišče, ob njem pa gostinski lokal."
500,Spodnje Mangartsko jezero,https://www.hribi.net/gora/spodnje_mangartsko_jezero/1/2516,Spodnje Mangartsko jezero,Italija,Julijske Alpe,924,"46,4821°N 13,6733°E","koča, jezero",5362,40% (2187. mesto),12,3,0,,Opis koče: Spodnje Mangartsko jezero (tudi Belepoško ali Klanško) se nahaja na italijanski strani Julijskih Alp in sicer v dolini severno od Mangarta.
501,Planina Rčitno,https://www.hribi.net/gora/planina_rcitno/1/1787,Planina Rčitno,Slovenija,Julijske Alpe,900,"46,3566°N 14,0404°E",planina,272741,69% (1113. mesto),16,4,0,,"Opis planine: Rčitno je slikovita sredogorska planina nad Blejskim jezerom na Pokljuki. V preteklosti je bila namenjena predvsem košnji, pot do nje pa tudi spravilu lesa iz Pokljuških gozdov. Danes na njej ni pastirskega stana, pač pa kar nekaj ličnih vikendic, od katerih so nekatere že starinske, na njej pa se tudi pase govedo in drobnica. Planina Rčitno je poznana gorskim kolesarjem, pa tudi jezdecem in pohodnikom, kot vmesna postaja na poti z Bleda proti Galetovcu in ciljem na Pokljuki, zelo primerna pa je tudi kot končni cilj družinskih izletov."
502,Kres nad Kočno,https://www.hribi.net/gora/kres_nad_kocno/1/2452,Kres nad Kočno,Slovenija,Julijske Alpe,890,"46,419°N 14,0789°E",vrh,3144,35% (2349. mesto),8,1,0,,"Kres nad Kočno je lepa razgledna točka, ki se nahaja na skrajno severo-vzhodni rami planote Mežakla v neposredni bližini znamenite Poljanske Babe. Z vrha, pod katerim se nahaja znamenje leseni križ, se nam ponudi čudovit panoramski razgled vse od Gubnega v Karavankah na skrajni levi, prek Golice in Stola, ter dela Kamniških Alp, do širne Ljubljanske kotline v sredini. Na desni lahko uzremo Ratitovec z Jelovico in pokljuški Galetovec. Na isti strani pa se nam pogled zagotovo ustavi tudi na nekoliko nižje stoječi Poljanski Babi."
503,Planina Blatce,https://www.hribi.net/gora/planina_blatce/1/2932,Planina Blatce,Slovenija,Julijske Alpe,888,"46,2974°N 13,8991°E",planina,2895,34% (2389. mesto),5,2,1,,"Opis planine: Planina Blatce (tudi Blatca), na kateri stoji nekaj koč, se nahaja v manjši dolinici severno od vrha Studor."
504,Kovinarska koča v Krmi,https://www.hribi.net/gora/kovinarska_koca_v_krmi/1/1786,Kovinarska koča v Krmi,Slovenija,Julijske Alpe,870,"46,4005°N 13,9235°E","koča, planina",371087,79% (748. mesto),4,3,0,2,"Opis koče: Kovinarska koča se nahaja na severovzhodnem robu Zasipske planine, planine ki leži v alpski dolini Krma. Od koče, oz. njene bližnje okolice, se nam odpre lep pogled na ostenja in vrhove Klečice, Debele peči, Lipanskega vrha, Debelega vrha, oba Draška vrhova, Tosca, Vernarja, Velikega Pršivca, Temena in Macesnovca. Koča je stalno odprta od začetka junija do konca septembra ter v času prvomajskih praznikov. V mesecu maju je koča odprta ob koncih tedna."
505,Vrše,https://www.hribi.net/gora/vrse/1/2468,Vrše,Slovenija,Julijske Alpe,850,"46,4077°N 14,0882°E",vrh,4047,38% (2269. mesto),5,2,0,,"850 m visok hrib Vrše čez katerega poteka meja TNP, se dviga jugo-zahodno nad vasjo Blejska Dobrava, ali vzhodno od naselja Kočna pri Jesenicah. Čeprav nanj ne vodijo markirane poti, hrib predstavlja enega izmed ciljev pohodnikov okoliških vasi. Z ene od poti na njegov vrh, se nam odpira zanimiv razgled na Karavanško pobočje s Koroško Belo, nekaj 10 m pod vrhom, kjer se na severo-vzhodnem pobočju nahaja prijetna lovska koča, pa se nam ponudi lep pogled v Ljubljansko kotlino, na del vasi Blejska Dobrava, ter na Brezniške vasi (t.i.) Dežele. Na samem vrhu, ki sicer ni opremljen z vpisno knjigo, smo v jugo-zahodni smeri deležni pogleda na vzhodno pobočje Mežakle, na del Julijcev s Triglavom in Rjavino, ter na sosednji hrib Boršt."
506,Izvir Boke,https://www.hribi.net/gora/izvir_boke/1/1049,Izvir Boke,Slovenija,Julijske Alpe,850,"46,32263°N 13,48141°E",,273291,69% (1110. mesto),9,1,0,,"Izvir Boke je močan kraški izvir, ki se nahaja na spodnjih pobočjih kaninskega pogorja. Voda, ki se zbira v podzemlju Kaninskih podov tu iz številnih kraških jam pridre na površje. Boka pa se nato po nekaj deset metrih spremeni v 106m visok slap, ki je lepo viden s ceste Bovec - Žaga."
507,Slap Peričnik - zgornji slap,https://www.hribi.net/gora/slap_pericnik_-_zgornji_slap/1/473,Slap Peričnik - zgornji slap,Slovenija,Julijske Alpe,850,"46,43948°N 13,89354°E",slap,394514,81% (674. mesto),8,1,0,2,"Opis slapa: Slap je visok 16m in pada čez previsno steno, v tolmun katerega je izdolbel. Slap je viden tudi od zadaj saj lahko pridemo za slap. Od slapu je lep pogled proti Črni gori in njenim sosednjim vrhovom."
508,Spodnji Martuljkov slap,https://www.hribi.net/gora/spodnji_martuljkov_slap/1/218,Spodnji Martuljkov slap,Slovenija,Julijske Alpe,850,"46,47233°N 13,82839°E",slap,325813,75% (913. mesto),1,1,0,1,"Opis slapa: Spodnji Martuljkov slap, ki je lepo viden s turistične poti natančneje z mostu je visok približno 30m."
509,Zelenci,https://www.hribi.net/gora/zelenci/1/228,Zelenci,Slovenija,Julijske Alpe,845,"46,49235°N 13,73771°E",jezero,513892,91% (310. mesto),12,3,0,3,"Opis jezera: Zelenci so izvir (jezero) reke Save Dolinke, reke, ki se pri Lancovem (Lancovo je naselje v občini Radovljica) združi s Savo Bohinjko in nato pod imenom Sava teče vse do izliva v reko Donavo pri Beogradu v Srbiji. Jezero pri izviru Save dolinke ima stalno temperaturo, ki je skozi vse leto od 6 do 8 stopinj celzija."
510,Grančišče,https://www.hribi.net/gora/grancisce/1/1811,Grančišče,Slovenija,Julijske Alpe,844,"46,4589°N 13,9328°E",vrh,298170,72% (1022. mesto),11,4,1,3,"Grančišče (tudi Grančiše) je manjša prepadna vzpetina, ki se dviga zahodno do jugozahodno od Mojstrane. Z vrha, na katerem sta klop in miza, se nam odpre lep pogled na Dovje, Mojstrano, Dovško Babo, Stol, pobočja Jerebikovca, Luknjo in ostenja in vrhove nad dolino Vrata."
511,Logje,https://www.hribi.net/gora/logje/1/231,Logje,Slovenija,Julijske Alpe,840,"46,37498°N 13,63454°E",planina,329986,75% (895. mesto),4,1,0,,Opis planine: Logje je opuščena vasica do katere ne pripelje nobena cesta. Iz vasi oz. bližnje okolice se nam odpre lep razgled na okoliška ostenja. V vasi je pitna voda in nekaj propadajočih hiš.
512,Hom pri Bledu,https://www.hribi.net/gora/hom_pri_bledu/1/2463,Hom pri Bledu,Slovenija,Julijske Alpe,834,"46,39476°N 14,0931°E",vrh,13766,44% (2037. mesto),8,3,0,2,"Hom je 834 m visok hrib, ki se vzpenja severno nad vasema Zasip in Podhom pri Bledu, ali južno od vasi Blejska Dobrava pri Jesenicah. Na vrhu, pod čigar strmim zahodnim pobočjem se vije znamenita soteska Vintgar stoji križ, lahko pa se tudi vpišemo v tamkajšnjo vpisno knjigo in uporabimo žig. Hom slovi kot priljubljena rekreacijska točka mnogih vaščanov, privlačen pa je tudi za vse, ki bi si radi odpočili v naravi. Če smo dovolj tihi, lahko ob poti naletimo na divje živali, kot so veverice in srne. Nekaj metrov pod vrhom pa si lahko privoščimo lep razgled na Karavanke s Stolom in Begunjščico, ter njih južno pogorje nad vasmi (t.i.) Dežele."
513,Jezero Jasna,https://www.hribi.net/gora/jezero_jasna/1/2830,Jezero Jasna,Slovenija,Julijske Alpe,830,"46,4748°N 13,7833°E","koča, jezero",20290,45% (2004. mesto),15,1,0,7,Opis koče: Jezero Jasna je umetno jezero ob sotočju Male in Velike Pišnice. Od jezera se nam odpre lep pogled na okoliške vrhove.
514,Pokljuška soteska (luknja),https://www.hribi.net/gora/pokljuska_soteska_luknja/1/1270,Pokljuška soteska (luknja),Slovenija,Julijske Alpe,830,"46,3766°N 14,0326°E",,315226,74% (953. mesto),4,1,0,,"Pokljuška soteska, tudi Soteska Ribščice je 1,5 km dolga soteska ob vzhodnem vznožju alpske planote Pokljuka nad dolino reke Radovne v TNP. Soteska je suha, v spodnjem delu pa se pojavi potok Ribščica (pritok Radovne), ki je ob zadnji ledeni dobi odvajal vodo s Pokljuškega ledenika in izklesal apnenčaste kamnine do 50 m globoko. V osrednjem delu soteske so številni fosilni ostanki, naravni mostovi, na najožjem, neprehodnem delu pa so že leta 1930 speljali 800 m turistične poti (lesene mostove v partizanskem prehodu, imenovane Galerije kraljeviča Andreja). Med znamenitosti soteske sodi tudi Pokljuška luknja, (skalna votlina z dvema vhodoma in tremi naravnimi okni, v kateri naj bi se med svojim begom v Nemčijo skrival Primož Trubar; skozi luknjo vodi pot naprej na Staro Pokljuko) ter Stranska soteska, ki jo ob deževnih obdobjih napolnjuje 22 m visok slap."
515,Poljanska baba,https://www.hribi.net/gora/poljanska_baba/1/1255,Poljanska baba,Slovenija,Julijske Alpe,830,"46,4176°N 14,0779°E",vrh,226492,65% (1284. mesto),8,1,0,,"Poljanska baba je ime zanimivega skalnega samotarja v pobočju vzhodnega roba planote Mežakla nad naseljem Kočna. Kakih 8 m visoka samotna skala zelo izstopa iz svojega okolja. Če jo pogledamo od blizu, lahko z malo domišljije slutimo žensko postavo, podobo, ki je botrovala pripovedki o okamneli kruti grajski gospodični. Na njej so markacije in nekaj klinov, vendar plezanje na vrh ni tako enostavno kot je morda videti, zato je namenjeno zgolj izkušenim plezalcem."
516,Brezje / Montemaggiore,https://www.hribi.net/gora/brezje___montemaggiore/1/2153,Brezje / Montemaggiore,Italija,Julijske Alpe,819,"46,2681°N 13,37°E",,145372,56% (1599. mesto),2,1,0,,Brezje / Montemaggiore so vasica na italijanski strani najdaljšega grebena v Julijskih Alpah.
517,Sv. Peter in Pavel (Perati),https://www.hribi.net/gora/sv_peter_in_pavel_perati/1/3001,Sv. Peter in Pavel (Perati),Slovenija,Julijske Alpe,812,"46,2028°N 13,5942°E",cerkev,1030,25% (2710. mesto),3,1,0,,Opis cerkve: Cerkev sv. Petra in Pavla se nahaja na obrobju vasice Perati. Od cerkve oz. bližnje okolice se nam odpre lep pogled v smeri Krna in delu Kolovrata.
518,Humčič,https://www.hribi.net/gora/humcic/1/1332,Humčič,Slovenija,Julijske Alpe,810,"46,3143°N 13,57605°E",,227406,65% (1279. mesto),3,2,0,,"Humčič je 810 m visoka vzpetina, ki se nahaja zahodno od Javorščka. Z vrha na katerem se nahaja vpisna skrinjica se nam odpre lep razgled le na bližnji Javoršček, na ostale strani razgled ovira gozd. Sicer pa je Humčič poznan kot bojišče med prvo svetovno vojno in zato prepreden s številnimi kavernami."
519,Žerjavec (Kavče),https://www.hribi.net/gora/zerjavec_kavce/1/2457,Žerjavec (Kavče),Slovenija,Julijske Alpe,805,"46,4159°N 14,0853°E",vrh,2903,34% (2387. mesto),9,2,0,,"Žerjavec ali Kavče je z gozdom porasel, ter deloma skalnat hrib, ki se dviga vzhodno nad naseljem Kočna (Poljane nad Jesenicami), z nadmorsko višino 805 metrov. Znan je predvsem po arheološkem najdišču - Jamnikovem spodmolu, ki se nahaja na njegovem zahodnem pobočju. Na skalnatem pomolu tega zanimivega vrha se nahaja prijetna klopca, od koder si lahko privoščimo lep razgled na naselje Kočna, Poljansko Babo, Gorje s Pokljuko, Boršt, ter na del Karavank. Razglede proti Slovenskemu Javorniku, Jesenicam in Karavanškemu pogorju pa si lahko privoščimo tudi s severne poti na njegov vrh."
520,Koča na Petrovem Brdu,https://www.hribi.net/gora/koca_na_petrovem_brdu/1/1475,Koča na Petrovem Brdu,Slovenija,Julijske Alpe,804,"46,2154°N 13,999°E","koča, sedlo",369534,79% (755. mesto),10,1,0,1,"Opis koče: Koča na Petrovem Brdu se nahaja ob glavni cestni povezavi med Železniki in Tolminom, v neposredni bližini križišča, od koder se odcepi cesta proti vasi Sorica in naprej proti Soriški planini in Bohinju. Koča na Petrovem Brdu je primerno izhodišče za poldnevne in celodnevne planinske ture v bližnji okolici. Od koče se lahko tako povzpnemo na Porezen, vrhove nad Soriško planino ali na 4 ure oddaljeno Črno prst. Pred domom je tudi vpisna skrinjica z žigom."
521,Planina Črča,https://www.hribi.net/gora/planina_crca/1/1591,Planina Črča,Slovenija,Julijske Alpe,800,"46,2359°N 13,7113°E",planina,197147,62% (1399. mesto),2,1,0,,"Opis planine: Planina Črča se nahaja zahodno od reke Tolminke, točneje na vzhodnih pobočjih 1482 m visokega Visoč vrha. S planine se nam odpre lep razgled na gore, ki obdajajo že omenjeno dolino."
522,Slap Peričnik - spodnji slap,https://www.hribi.net/gora/slap_pericnik_-_spodnji_slap/1/474,Slap Peričnik - spodnji slap,Slovenija,Julijske Alpe,800,"46,43906°N 13,89364°E",slap,384488,80% (710. mesto),17,3,0,1,Opis slapa: Slap se nahaja na potoku Peričnik na začetnem delu doline Vrata. Slap pada čez previsno steno 52 m globoko. Slap si lahko ogledamo z vseh strani saj ga lahko vidimo tudi od zadaj.
523,Slap Savica,https://www.hribi.net/gora/slap_savica/1/532,Slap Savica,Slovenija,Julijske Alpe,794,"46,29276°N 13,79741°E","slap, jezero",419862,84% (591. mesto),5,1,2,,"Opis slapa: Slap, ki je visok 78m in ima ob sebi mlajšega bratca, ki je visok 25m se nahaja v steni Komarče v bližini Bohinjskega jezera. Voda priteka po neraziskanih rovih iz 500m višjega Črnega jezera. Malo pred slapom voda izvira iz stene in se še v podzemlju razdeli v dva dela. Slap ima največji pretok spomladi, ko se tali sneg ali pa v jesenskem deževju. Med močnejšim neurjem pa se cela grapa nad slapom spremeni v velik slap. Bučanje slapa med neurjem je prav grozljivo. Pod slapom je manjše umetno jezerce. Slap pa je lepo viden iz lesene hiške le nekaj metrov pred njim."
524,Počitniški dom v Možnici,https://www.hribi.net/gora/pocitniski_dom_v_moznici/1/229,Počitniški dom v Možnici,Slovenija,Julijske Alpe,793,"46,38443°N 13,56775°E","koča, bivak",326168,75% (911. mesto),3,1,0,,"Opis koče: Dom stoji na travniku sredi gozda v dolini Možnica. Ob domu stoji tudi zimski bivak, ki pa služi bolj kot zasilno prenočišče. Bivak lahko izkoristimo tudi v primeru nevihte."
525,Kamin Široka polica,https://www.hribi.net/gora/kamin_siroka_polica/1/3425,Kamin Široka polica,Slovenija,Julijske Alpe,780,"46,27738°N 13,91286°E",,3580,37% (2301. mesto),5,1,0,,"Kamin Široka polica se nahaja v Bohinju nad vasjo Savica. V zadnjem času je poznan predvsem po zanimivi zavarovani plezalni poti, ki vodi preko kamina."
526,Slap Mostnice,https://www.hribi.net/gora/slap_mostnice/1/2931,Slap Mostnice,Slovenija,Julijske Alpe,773,"46,3305°N 13,8755°E",slap,18340,45% (2015. mesto),4,1,0,,"Opis slapa: Slap Mostnice, imenovan tudi slap Voje, je z 20 metri najvišji slap od slapov na Mostnici. Takoj pod omenjenim slapom se nahaja še manjši slap Konjski rep, višje pa sta še dva slapova ter nekaj skočnikov, brzic in tolmunov."
527,Rio Bianco / Beli potok,https://www.hribi.net/gora/rio_bianco___beli_potok/1/2269,Rio Bianco / Beli potok,Italija,Julijske Alpe,770,"46,2777°N 13,3829°E",slap,161718,58% (1536. mesto),4,0,0,,"Opis slapa: Rio Bianco / Beli potok (oz. kot nekateri tudi pravijo izvir Nadiže). Je hudourniškega značaja zato ima veliko pritokov. To je eden od glavnih pritokov Nadiže. Na državni meji pa teče tudi Črni potok, ko se združita se preimenuje v reko Nadižo."
528,Korita Mlinarice,https://www.hribi.net/gora/korita_mlinarice/1/424,Korita Mlinarice,Slovenija,Julijske Alpe,770,"46,40282°N 13,74513°E",slap,420994,84% (584. mesto),2,1,0,,"Opis slapa: Korita Mlinarice so do 1m široka in do 100m visoka korita. Mlinarica se le nekaj metrov za tem, ko pride iz korit izlije v reko Sočo. Na koncu korit lahko opazimo tudi manjši slap. V koritih pa je še precej slapov vendar pa niso dostopni za turiste."
529,Sveti Lenart (Bača pri Podbrdu),https://www.hribi.net/gora/sveti_lenart_baca_pri_podbrdu/1/1928,Sveti Lenart (Bača pri Podbrdu),Slovenija,Julijske Alpe,751,"46,2219°N 13,9723°E",cerkev,183136,60% (1454. mesto),4,1,0,,"Opis cerkve: Cerkev sv. Lenarta, se nahaja ob robu vasi Bača pri Podbrdu. Od cerkve, ob kateri je tudi manjše pokopališče, se nam odpre lep razgled na bližnji Kup, Koblo in Kontni vrh."
530,Koča pri Peričniku,https://www.hribi.net/gora/koca_pri_pericniku/1/1939,Koča pri Peričniku,Slovenija,Julijske Alpe,750,"46,4385°N 13,8962°E",koča,299899,72% (1018. mesto),2,2,0,1,"Opis koče: Koča pri Peričniku se nahaja v dolini Vrata, točneje ob sotočju Peričnika in Triglavske Bistrice. Od koče oz. njene bližnje okolice, se nam odpre lep pogled na spodnji slap Peričnik in nekaj gora nad dolino Vrat."
531,Slap Slatenik,https://www.hribi.net/gora/slap_slatenik/1/406,Slap Slatenik,Slovenija,Julijske Alpe,750,"46,30815°N 13,5853°E",slap,276589,70% (1100. mesto),2,1,0,,"Opis slapa: Slap Slatenik se nahaja južno od Čezsoče v dolini, ki jo je izoblikoval ledenik. Nad slapom je voda izdolbla korita, ki se končajo s slapom Slatenik."
532,Okrepčevalnica Slap Voje,https://www.hribi.net/gora/okrepcevalnica_slap_voje/1/2930,Okrepčevalnica Slap Voje,Slovenija,Julijske Alpe,745,"46,3293°N 13,8782°E",koča,7790,42% (2109. mesto),3,1,0,,Opis koče: Okrepčevalnica Slap Voje se nahaja pred zatrepom ledeniške doline Voje.
533,Gogalova lipa,https://www.hribi.net/gora/gogalova_lipa/1/2439,Gogalova lipa,Slovenija,Julijske Alpe,725,"46,4319°N 13,9533°E",,3278,36% (2335. mesto),3,2,0,,"Gogalova lipa je okrog 400 let stara lipa oz. lipovec, ki raste v dolini Radovne, točneje pri domačiji Gogal v Zgornji Radovni. Lipovec ima na prsni višini premer 630 cm, visok pa je približno 24 m."
534,Mladinski izobraževalni center v Bavšici,https://www.hribi.net/gora/mladinski_izobrazevalni_center_v_bavsici/1/230,Mladinski izobraževalni center v Bavšici,Slovenija,Julijske Alpe,725,"46,36914°N 13,63367°E",planina,220156,64% (1310. mesto),4,1,0,,Opis planine: Mladinski center stoji na koncu doline Bavšice. Tu je lep pogled na okoliške vrhove. Dolina Bavšica je zelo lepa dolina.
535,Jamnikov spodmol,https://www.hribi.net/gora/jamnikov_spodmol/1/2576,Jamnikov spodmol,Slovenija,Julijske Alpe,720,"46,4172°N 14,0844°E",,2190,32% (2479. mesto),4,1,0,,"Jamnikov spodmol na Kočni nad Jesenicami je manjša jama, ki se nahaja pod skalno steno v zahodnem pobočju Kavč (tudi Žerjavec), na višini 720 m. V njej je bila pred nekaj desetletji najdena koščena harpuna, nekaj kremenovih odbitkov, fragmentov zob rjavega medveda, ter oglja, kar jo uvršča med pomembna arheološka najdišča z najstarejšimi dokazi človekove prisotnosti v Gornjesavski dolini. Najdbe so bile na podlagi analize oglja in koščene harpune umeščene v kulturo srednje kamene dobe oz. mezolitika (srednja kamena doba). Spodmol, ki meri v višino 1,7 m, v dolžino 8 in v globino 6,5 m je dobil ime po najditelju, domačinu Pavletu Jamniku."
536,Belopotoški slap,https://www.hribi.net/gora/belopotoski_slap/1/407,Belopotoški slap,Slovenija,Julijske Alpe,720,"46,3835°N 13,78111°E",slap,377079,80% (731. mesto),3,1,0,,"Opis slapa: Slap se nahaja na Belem potoku. Pada čez krajšo steno v brezno, ki ima odprtino 1,5 X 0,5m. Ob breznu pa je manjše jezerce kjer se lahko okopamo. Slap pa je visok 10m."
537,Jezero Kreda,https://www.hribi.net/gora/jezero_kreda/1/2436,Jezero Kreda,Slovenija,Julijske Alpe,715,"46,4488°N 13,9286°E",jezero,18163,44% (2017. mesto),9,2,0,1,"Opis jezera: Jezero Kreda, ki se nahaja na začetku alpske doline Vrata, je nastalo ob kopanju krede za izdelovanje cementa. Ob jezeru se nahaja nekaj manjših klopi, na katerih si lahko odpočijemo, ali pa le uživamo v naravi."
538,Žlejžn,https://www.hribi.net/gora/zlejzn/1/4208,Žlejžn,Slovenija,Julijske Alpe,710,"46,23312°N 13,73001°E",,186,12% (3212. mesto),7,4,0,,Razgledna točka Žlejžn se nahaja nad dolino reke Tolminke severozahodno od vasi Čadrg. Od razgledne točke je zelo lep razgled na dolino reke Tolminke ter na vrhove in planine nad dolino. Pri razgledni točki se nahajajo tudi klopi z mizo ter večja informativna tabla.
539,Dolina Škratov,https://www.hribi.net/gora/dolina_skratov/1/405,Dolina Škratov,Slovenija,Julijske Alpe,700,"46,30941°N 13,58232°E",,343746,76% (854. mesto),10,1,0,,"Dolina Škratov se nahaja pod Krasjim vrhom in Javorščkom. Tu stoji stara koča na kateri je vpisna knjiga. Škrati v dolini so palčki, ki jih je zelo veliko. V dolini je gozd tako, da ni razgleda je pa pogled na škrate, ki so zelo zanimivi."
